Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved
398E,Sorting Permutations,,,27
398D,Instant Messanger,Heaps binary search trees segment trees hash tables etc,data structures,206
398C,Tree and Array,Constructive algorithms,constructive algorithms,130
398B,Painting The Wall,Dynamic programming|Probabilities expected values statistics random variables etc,dp|probabilities,429
398A,Cards,Implementation problems programming technics simulation,implementation,607
397B,On Corruption and Numbers,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,455
397A,On Segment's Own Points,,,878
396E,On Iteration of One Well-Known Function,,,37
396D,On Sum of Number of Inversions in Permutations,Combinatorics,combinatorics,178
396C,On Changing Tree,Heaps binary search trees segment trees hash tables etc|Trees,data structures|trees,568
396B,On Sum of Fractions,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,448
396A,On Number of Decompositions into Multipliers,Combinatorics|Number theory: Euler function GCD divisibility etc,combinatorics|number theory,563
394E,Lightbulb for Minister,Geometry computational geometry,geometry,51
394D,Physical Education and Buns,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,173
394C,Dominoes,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,309
394B,Very Beautiful Number,,,349
394A,Counting Sticks,Implementation problems programming technics simulation,implementation,1044
393B,Three matrices,,,618
393A,Nineteen,,,1298
392E,Deleting Substrings,,,34
392D,Three Arrays,Heaps binary search trees segment trees hash tables etc,data structures,90
392C,Yet Another Number Sequence,Combinatorics|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,combinatorics|math|matrices,183
392B,Tower of Hanoi,Dynamic programming,dp,384
392A,Blocked Points,Mathematics including integration differential equations etc,math,450
391F3,Stock Trading,,,27
391F2,Stock Trading,Greedy algorithms,greedy,25
391F1,Stock Trading,Dynamic programming,dp,57
391E2,Three Trees,,,59
391E1,Three Trees,,,49
391D2,Supercollider,Heaps binary search trees segment trees hash tables etc,data structures,95
391D1,Supercollider,Brute force,brute force,125
391C3,The Tournament,,,90
391C2,The Tournament,Greedy algorithms,greedy,80
391C1,The Tournament,Brute force,brute force,129
391B,Word Folding,Brute force,brute force,207
391A,Genetic Engineering,Implementation problems programming technics simulation|Two pointers,implementation|two pointers,471
390E,Inna and Large Sweet Matrix,,,154
390D,Inna and Sweet Matrix,Constructive algorithms,constructive algorithms,304
390C,Inna and Candy Boxes,Heaps binary search trees segment trees hash tables etc,data structures,417
390B,Inna Dima and Song,Implementation problems programming technics simulation,implementation,653
390A,Inna and Alarm Clock,Implementation problems programming technics simulation,implementation,1009
389B,Fox and Cross,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3697
389A,Fox and Number Game,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,5161
388E,Fox and Meteor Shower,Geometry computational geometry,geometry,35
388D,Fox and Perfect Sets,Mathematics including integration differential equations etc,math,126
388C,Fox and Card Game,Games Sprague–Grundy theorem|Greedy algorithms|Sortings orderings,games|greedy|sortings,1274
388B,Fox and Minimal path,Bitmasks|Constructive algorithms|Graphs|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,bitmasks|constructive algorithms|graphs|implementation|math,1242
388A,Fox and Box Accumulation,Greedy algorithms|Sortings orderings,greedy|sortings,4323
387E,George and Cards,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,444
387D,George and Interesting Graph,Graph matchings König's theorem vertex cover of bipartite graph,graph matchings,331
387C,George and Number,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1476
387B,George and Round,Brute force|Greedy algorithms|Two pointers,brute force|greedy|two pointers,4128
387A,George and Sleep,Implementation problems programming technics simulation,implementation,5051
386D,Game with Points,Dynamic programming|Graphs|Implementation problems programming technics simulation|Shortest paths on weighted and unweighted graphs,dp|graphs|implementation|shortest paths,170
386C,Diverse Substrings,Dynamic programming|Two pointers,dp|two pointers,273
386B,Fly freebies fly!,Binary search|Brute force|Implementation problems programming technics simulation,binary search|brute force|implementation,726
386A,Second-Price Auction,Implementation problems programming technics simulation,implementation,1380
385E,Bear in the Field,Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,math|matrices,291
385D,Bear and Floodlight,Bitmasks|Dynamic programming|Geometry computational geometry,bitmasks|dp|geometry,423
385C,Bear and Prime Numbers,Binary search|Brute force|Heaps binary search trees segment trees hash tables etc|Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,binary search|brute force|data structures|dp|implementation|math|number theory,2514
385B,Bear and Strings,Brute force|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|greedy|implementation|math|strings,3777
385A,Bear and Raspberry,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,6195
384B,Multitasking,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings|Two pointers,greedy|implementation|sortings|two pointers,2025
384A,Coder,Implementation problems programming technics simulation,implementation,6128
383E,Vowels,Combinatorics|Divide and Conquer|Dynamic programming,combinatorics|divide and conquer|dp,258
383D,Antimatter,Dynamic programming,dp,910
383C,Propagating tree,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees,data structures|dfs and similar|trees,1560
383B,Volcanoes,Binary search|Implementation problems programming technics simulation|Sortings orderings|Two pointers,binary search|implementation|sortings|two pointers,383
383A,Milking cows,Heaps binary search trees segment trees hash tables etc|Greedy algorithms,data structures|greedy,2996
382E,Ksenia and Combinatorics,Combinatorics|Dynamic programming,combinatorics|dp,114
382D,Ksenia and Pawns,Dfs and similar|Graphs|Implementation problems programming technics simulation|Trees,dfs and similar|graphs|implementation|trees,468
382C,Arithmetic Progression,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,2546
382B,Number Busters,Binary search|Mathematics including integration differential equations etc,binary search|math,911
382A,Ksenia and Pan Scales,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3936
381B,Sereja and Stairs,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,3460
381A,Sereja and Dima,Greedy algorithms|Implementation problems programming technics simulation|Two pointers,greedy|implementation|two pointers,5802
380E,Sereja and Dividing,Heaps binary search trees segment trees hash tables etc,data structures,121
380D,Sereja and Cinema,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,249
380C,Sereja and Brackets,Heaps binary search trees segment trees hash tables etc|Scheduling Algorithms,data structures|schedules,2138
380B,Sereja and Tree,Graphs|Implementation problems programming technics simulation,graphs|implementation,372
380A,Sereja and Prefixes,Binary search|Brute force,binary search|brute force,1743
379G,New Year Cactus,Dynamic programming,dp,41
379F,New Year Tree,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Trees,data structures|divide and conquer|trees,663
379E,New Year Tree Decorations,Geometry computational geometry|Scheduling Algorithms|Sortings orderings,geometry|schedules|sortings,213
379D,New Year Letter,Bitmasks|Brute force|Dynamic programming,bitmasks|brute force|dp,991
379C,New Year Ratings Change,Greedy algorithms|Sortings orderings,greedy|sortings,3859
379B,New Year Present,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,4747
379A,New Year Candles,Implementation problems programming technics simulation,implementation,11095
378B,Semifinals,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,2332
378A,Playing with Dice,Brute force,brute force,6468
377E,Cookie Clicker,Dynamic programming|Geometry computational geometry,dp|geometry,101
377D,Developing Game,Heaps binary search trees segment trees hash tables etc,data structures,391
377C,Captains Mode,Bitmasks|Dynamic programming|Games Sprague–Grundy theorem,bitmasks|dp|games,600
377B,Preparing for the Contest,Binary search|Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Sortings orderings,binary search|data structures|greedy|sortings,1127
377A,Maze,Dfs and similar,dfs and similar,4449
376B,I.O.U.,Implementation problems programming technics simulation,implementation,2314
376A,Lever,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,3878
375E,Red and Black Tree,Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,dp|implementation|math,77
375D,Tree and Queries,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees,data structures|dfs and similar|trees,733
375C,Circling Round Treasures,Bitmasks|Shortest paths on weighted and unweighted graphs,bitmasks|shortest paths,205
375B,Maximum Submatrix 2,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Implementation problems programming technics simulation|Sortings orderings,data structures|dp|implementation|sortings,1967
375A,Divisible by Seven,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,2011
374E,Inna and Babies,Binary search|Heaps binary search trees segment trees hash tables etc|Disjoint set union|Geometry computational geometry|Implementation problems programming technics simulation,binary search|data structures|dsu|geometry|implementation,102
374D,Inna and Sequence,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming|Trees,binary search|data structures|dp|trees,476
374C,Inna and Dima,Dfs and similar|Dynamic programming|Graphs|Implementation problems programming technics simulation,dfs and similar|dp|graphs|implementation,1084
374B,Inna and Nine,Combinatorics|Greedy algorithms,combinatorics|greedy,1599
374A,Inna and Pink Pony,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1463
373B,Making Sequences is Fun,Binary search|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,binary search|implementation|math,1579
373A,Collecting Beats is Fun,Implementation problems programming technics simulation,implementation,4111
372E,Drawing Circles is Fun,Combinatorics|Geometry computational geometry,combinatorics|geometry,75
372D,Choosing Subtree is Fun,Binary search|Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees|Two pointers,binary search|data structures|dfs and similar|trees|two pointers,301
372C,Watching Fireworks is Fun,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Mathematics including integration differential equations etc,data structures|dp|math,756
372B,Counting Rectangles is Fun,Brute force|Divide and Conquer|Dynamic programming,brute force|divide and conquer|dp,1150
372A,Counting Kangaroos is Fun,Binary search|Greedy algorithms|Sortings orderings|Two pointers,binary search|greedy|sortings|two pointers,3365
371E,Subway Innovation,Mathematics including integration differential equations etc|Two pointers,math|two pointers,547
371D,Vessels,Heaps binary search trees segment trees hash tables etc|Disjoint set union|Implementation problems programming technics simulation|Trees,data structures|dsu|implementation|trees,1495
371C,Hamburgers,Binary search|Brute force,binary search|brute force,2639
371B,Fox Dividing Cheese,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,2847
371A,K-Periodic Array,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,3092
370E,Summer Reading,Dynamic programming|Greedy algorithms,dp|greedy,116
370D,Broken Monitor,Brute force|Constructive algorithms|Implementation problems programming technics simulation,brute force|constructive algorithms|implementation,363
370C,Mittens,Constructive algorithms|Greedy algorithms|Sortings orderings,constructive algorithms|greedy|sortings,970
370B,Berland Bingo,Implementation problems programming technics simulation,implementation,1753
370A,Rook Bishop and King,Mathematics including integration differential equations etc,math,2890
369E,Valera and Queries,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,574
369D,Valera and Fools,Dfs and similar|Dynamic programming|Shortest paths on weighted and unweighted graphs,dfs and similar|dp|shortest paths,549
369C,Valera and Elections,Dfs and similar|Graphs|Trees,dfs and similar|graphs|trees,2651
369B,Valera and Contest,Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,constructive algorithms|implementation|math,2955
369A,Valera and Plates,Implementation problems programming technics simulation,implementation,5555
368B,Sereja and Suffixes,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,6291
368A,Sereja and Coat Rack,Implementation problems programming technics simulation,implementation,4220
367E,Sereja and Intervals,Combinatorics|Dynamic programming,combinatorics|dp,232
367D,Sereja and Sets,Bitmasks|Dfs and similar,bitmasks|dfs and similar,332
367C,Sereja and the Arrangement of Numbers,Graphs|Greedy algorithms|Sortings orderings,graphs|greedy|sortings,979
367B,Sereja ans Anagrams,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,1447
367A,Sereja and Algorithm,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,2687
366E,Dima and Magic Guitar,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,391
366D,Dima and Trap Graph,Binary search|Heaps binary search trees segment trees hash tables etc|Dfs and similar|Disjoint set union|Shortest paths on weighted and unweighted graphs|Two pointers,binary search|data structures|dfs and similar|dsu|shortest paths|two pointers,641
366C,Dima and Salad,Dynamic programming,dp,1548
366B,Dima and To-do List,Brute force|Implementation problems programming technics simulation,brute force|implementation,2881
366A,Dima and Guards,Implementation problems programming technics simulation,implementation,3075
365B,The Fibonacci Segment,Implementation problems programming technics simulation,implementation,3961
365A,Good Number,Implementation problems programming technics simulation,implementation,3958
364E,Empty Rectangles,Divide and Conquer|Two pointers,divide and conquer|two pointers,108
364D,Ghd,Brute force|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,brute force|math|probabilities,300
364C,Beautiful Set,Brute force|Number theory: Euler function GCD divisibility etc,brute force|number theory,377
364B,Free Market,Dynamic programming|Greedy algorithms,dp|greedy,695
364A,Matrix,Combinatorics|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,combinatorics|data structures|implementation,2092
363E,Two Circles,Brute force|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,brute force|data structures|implementation,91
363D,Renting Bikes,Binary search|Greedy algorithms,binary search|greedy,1194
363C,Fixing Typos,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3218
363B,Fence,Brute force|Dynamic programming,brute force|dp,5650
363A,Soroban,Implementation problems programming technics simulation,implementation,3761
362E,Petya and Pipes,Graph network flows|Graphs|Shortest paths on weighted and unweighted graphs,flows|graphs|shortest paths,297
362D,Fools and Foolproof Roads,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Disjoint set union|Graphs|Greedy algorithms,data structures|dfs and similar|dsu|graphs|greedy,444
362C,Insertion Sort,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,data structures|dp|implementation|math,855
362B,Petya and Staircases,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,4273
362A,Two Semiknights Meet,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,2014
361B,Levko and Permutation,Constructive algorithms|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,constructive algorithms|math|number theory,2767
361A,Levko and Table,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,4185
360E,Levko and Game,Graphs|Greedy algorithms|Shortest paths on weighted and unweighted graphs,graphs|greedy|shortest paths,137
360D,Levko and Sets,Number theory: Euler function GCD divisibility etc,number theory,178
360C,Levko and Strings,Combinatorics|Dynamic programming,combinatorics|dp,397
360B,Levko and Array,Binary search|Dynamic programming,binary search|dp,982
360A,Levko and Array Recovery,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1394
359E,Neatness,Dfs and similar,dfs and similar,232
359D,Pair of Numbers,Binary search|Brute force|Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc|Two pointers,binary search|brute force|data structures|math|two pointers,1296
359C,Prime Number,Mathematics including integration differential equations etc,math,1135
359B,Permutation,Constructive algorithms|Dynamic programming|Mathematics including integration differential equations etc,constructive algorithms|dp|math,2534
359A,Table,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3689
358E,Dima and Kicks,Brute force|Disjoint set union|Graphs|Implementation problems programming technics simulation,brute force|dsu|graphs|implementation,226
358D,Dima and Hares,Dynamic programming|Greedy algorithms,dp|greedy,1357
358C,Dima and Containers,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|greedy|implementation,1001
358B,Dima and Text Messages,Brute force|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|strings,2517
358A,Dima and Continuous Line,Brute force|Implementation problems programming technics simulation,brute force|implementation,3582
357B,Flag Day,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,2822
357A,Group of Students,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,3804
356E,Xenia and String Problem,Dynamic programming|Hashing hashtables|Implementation problems programming technics simulation|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|hashing|implementation|string suffix structures|strings,95
356D,Bags and Coins,Bitmasks|Constructive algorithms|Dynamic programming|Greedy algorithms,bitmasks|constructive algorithms|dp|greedy,225
356C,Compartments,Combinatorics|Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,combinatorics|constructive algorithms|greedy|implementation,770
356B,Xenia and Hamming,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1223
356A,Knight Tournament,Heaps binary search trees segment trees hash tables etc|Disjoint set union,data structures|dsu,2863
355B,Vasya and Public Transport,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,2730
355A,Vasya and Digital Root,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,3976
354E,Lucky Number Representation,Constructive algorithms|Dfs and similar|Dynamic programming,constructive algorithms|dfs and similar|dp,536
354D,Transferring Pyramid,Dynamic programming,dp,93
354C,Vasya and Beautiful Arrays,Brute force|Dynamic programming|Number theory: Euler function GCD divisibility etc,brute force|dp|number theory,1216
354B,Game with Strings,Bitmasks|Dynamic programming|Games Sprague–Grundy theorem,bitmasks|dp|games,273
354A,Vasya and Robot,Brute force|Greedy algorithms|Mathematics including integration differential equations etc,brute force|greedy|math,2501
353E,Antichain,Dynamic programming|Graph matchings König's theorem vertex cover of bipartite graph|Greedy algorithms,dp|graph matchings|greedy,301
353D,Queue,Constructive algorithms,constructive algorithms,1077
353C,Find Maximum,Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,implementation|math|number theory,2154
353B,Two Heaps,Combinatorics|Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc|Sortings orderings,combinatorics|constructive algorithms|greedy|implementation|math|sortings,1408
353A,Domino,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,5075
352B,Jeff and Periods,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,3432
352A,Jeff and Digits,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,5822
351E,Jeff and Permutation,Greedy algorithms,greedy,645
351D,Jeff and Removing Periods,Heaps binary search trees segment trees hash tables etc,data structures,273
351C,Jeff and Brackets,Dynamic programming|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|matrices,283
351B,Jeff and Furik,Combinatorics|Dynamic programming|Probabilities expected values statistics random variables etc,combinatorics|dp|probabilities,1213
351A,Jeff and Rounding,Dynamic programming|Greedy algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,dp|greedy|implementation|math,1761
350E,Wrong Floyd,Brute force|Constructive algorithms|Dfs and similar|Graphs,brute force|constructive algorithms|dfs and similar|graphs,431
350D,Looking for Owls,Binary search|Geometry computational geometry|Hashing hashtables|Sortings orderings,binary search|geometry|hashing|sortings,125
350C,Bombs,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,2442
350B,Resort,Brute force,brute force,1929
350A,TL,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,4964
349B,Color the Fence,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms,data structures|dp|greedy,3474
349A,Cinema Line,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,7180
348E,Pilgrims,Dfs and similar|Dynamic programming|Trees,dfs and similar|dp|trees,128
348D,Turtles,Dynamic programming|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|matrices,338
348C,Subset Sums,Brute force|Heaps binary search trees segment trees hash tables etc,brute force|data structures,489
348B,Apple Tree,Dfs and similar|Number theory: Euler function GCD divisibility etc|Trees,dfs and similar|number theory|trees,940
348A,Mafia,Binary search|Mathematics including integration differential equations etc|Sortings orderings,binary search|math|sortings,3440
347B,Fixed Points,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,4236
347A,Difference Row,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,3743
346E,Doodle Jump,Mathematics including integration differential equations etc,math,86
346D,Robot Control,Shortest paths on weighted and unweighted graphs,shortest paths,247
346C,Number Transformation II,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,723
346B,Lucky Common Subsequence,Dynamic programming|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|strings,1124
346A,Alice and Bob,Games Sprague–Grundy theorem|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,games|math|number theory,3402
345G,Suffix Subgroup,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,22
345F,Superstitions Inspection,,,21
345E,Black Cat Rush,,,20
345D,Chain Letter,Dfs and similar|Graphs,dfs and similar|graphs,51
345C,Counting Fridays,,,94
345B,Triskaidekaphobia,,,92
345A,Expecting Trouble,Probabilities expected values statistics random variables etc,probabilities,313
344B,Simple Molecules,Brute force|Mathematics including integration differential equations etc,brute force|math,3817
344A,Magnets,Implementation problems programming technics simulation,implementation,10587
343E,Pumping Stations,Brute force|Dfs and similar|Divide and Conquer|Graph network flows|Greedy algorithms,brute force|dfs and similar|divide and conquer|flows|greedy,136
343D,Water Tree,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Trees,data structures|dfs and similar|trees,971
343C,Read Time,Binary search|Greedy algorithms|Two pointers,binary search|greedy|two pointers,1306
343B,Alternating Current,Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Implementation problems programming technics simulation,data structures|greedy|implementation,3161
343A,Rational Resistance,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,3400
342E,Xenia and Tree,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Trees,data structures|divide and conquer|trees,964
342D,Xenia and Dominoes,Bitmasks|Dfs and similar|Dynamic programming,bitmasks|dfs and similar|dp,275
342C,Cupboard and Balloons,Geometry computational geometry,geometry,1149
342B,Xenia and Spies,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,2066
342A,Xenia and Divisors,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,3700
341E,Candies Game,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,135
341D,Iahub and Xors,Heaps binary search trees segment trees hash tables etc,data structures,401
340E,Iahub and Permutations,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,1049
340D,Bubble Sort Graph,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming,binary search|data structures|dp,2315
340C,Tourist Problem,Combinatorics|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,combinatorics|implementation|math,2042
340B,Maximal Area Quadrilateral,Brute force|Geometry computational geometry,brute force|geometry,967
340A,The Wall,Mathematics including integration differential equations etc,math,4348
339E,Three Swaps,Constructive algorithms|Dfs and similar|Greedy algorithms,constructive algorithms|dfs and similar|greedy,289
339D,Xenia and Bit Operations,Heaps binary search trees segment trees hash tables etc|Trees,data structures|trees,3314
339C,Xenia and Weights,Constructive algorithms|Dfs and similar|Dynamic programming|Greedy algorithms,constructive algorithms|dfs and similar|dp|greedy,2610
339B,Xenia and Ringroad,Implementation problems programming technics simulation,implementation,9236
339A,Helpful Maths,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,greedy|implementation|sortings|strings,17369
338E,Optimize!,Heaps binary search trees segment trees hash tables etc,data structures,293
338D,GCD Table,Сhinese remainder theorem|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,chinese remainder theorem|math|number theory,238
337E,Divisor Tree,Brute force|Number theory: Euler function GCD divisibility etc|Trees,brute force|number theory|trees,592
337D,Book of Evil,Dfs and similar|Divide and Conquer|Dynamic programming|Trees,dfs and similar|divide and conquer|dp|trees,1458
337C,Quiz,Binary search|Greedy algorithms|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations|Number theory: Euler function GCD divisibility etc,binary search|greedy|math|matrices|number theory,2332
337B,Routine Problem,Greedy algorithms|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,greedy|math|number theory,2713
337A,Puzzles,Dynamic programming|Graph matchings König's theorem vertex cover of bipartite graph|Greedy algorithms,dp|graph matchings|greedy,12401
336E,Vasily the Bear and Painting Square,Bitmasks|Combinatorics|Dynamic programming|Implementation problems programming technics simulation,bitmasks|combinatorics|dp|implementation,53
336D,Vasily the Bear and Beautiful Strings,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,508
336C,Vasily the Bear and Sequence,Brute force|Greedy algorithms|Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc,brute force|greedy|implementation|number theory,1400
336B,Vasily the Bear and Fly,Mathematics including integration differential equations etc,math,892
336A,Vasily the Bear and Triangle,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,4180
335F,Buy One Get One Free,Dynamic programming|Greedy algorithms,dp|greedy,63
335E,Counting Skyscrapers,Dynamic programming|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,dp|math|probabilities,65
335D,Rectangles and Square,Brute force|Dynamic programming,brute force|dp,175
335C,More Reclamation,Games Sprague–Grundy theorem,games,334
335B,Palindrome,Constructive algorithms|Dynamic programming,constructive algorithms|dp,774
335A,Banana,Binary search|Constructive algorithms|Greedy algorithms,binary search|constructive algorithms|greedy,980
334B,Eight Point Sets,Sortings orderings,sortings,2182
334A,Candy Bags,Implementation problems programming technics simulation,implementation,6062
333E,Summer Earnings,Binary search|Bitmasks|Brute force|Geometry computational geometry|Sortings orderings,binary search|bitmasks|brute force|geometry|sortings,318
333D,Characteristics of Rectangles,Binary search|Bitmasks|Brute force|Implementation problems programming technics simulation|Sortings orderings,binary search|bitmasks|brute force|implementation|sortings,812
333C,Lucky Tickets,Brute force|Constructive algorithms,brute force|constructive algorithms,207
333B,Chips,Greedy algorithms,greedy,1504
333A,Secrets,Greedy algorithms,greedy,2556
332E,Binary Key,Dynamic programming|Greedy algorithms|Implementation problems programming technics simulation,dp|greedy|implementation,146
332D,Theft of Blueprints,Graphs|Mathematics including integration differential equations etc,graphs|math,207
332C,Students' Revenge,Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Sortings orderings,data structures|greedy|sortings,519
332B,Maximum Absurdity,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Implementation problems programming technics simulation,data structures|dp|implementation,2678
332A,Down the Hatch!,Implementation problems programming technics simulation,implementation,2713
331E2,Deja Vu,Constructive algorithms|Dynamic programming,constructive algorithms|dp,37
331E1,Deja Vu,Constructive algorithms|Graphs|Implementation problems programming technics simulation,constructive algorithms|graphs|implementation,32
331D3,Escaping on Beaveractor,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Trees,data structures|implementation|trees,49
331D2,Escaping on Beaveractor,Graphs,graphs,57
331D1,Escaping on Beaveractor,Dfs and similar|Implementation problems programming technics simulation,dfs and similar|implementation,108
331C3,The Great Julya Calendar,Dynamic programming,dp,205
331C2,The Great Julya Calendar,Dynamic programming,dp,169
331C1,The Great Julya Calendar,Dynamic programming,dp,1218
331B2,Shave Beaver!,Heaps binary search trees segment trees hash tables etc,data structures,454
331B1,Shave Beaver!,Implementation problems programming technics simulation,implementation,573
331A2,Oh Sweet Beaverette,Heaps binary search trees segment trees hash tables etc|Sortings orderings,data structures|sortings,859
331A1,Oh Sweet Beaverette,Brute force|Implementation problems programming technics simulation,brute force|implementation,940
